#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ARAF	RPS6KB1	9606.ENSP00000290277	9606.ENSP00000225577	0	0	0	0.572	0.061	0.091	0	0.394	0.438
ARAF	KRAS	9606.ENSP00000290277	9606.ENSP00000256078	0	0	0	0	0.079	0.745	0.900	0.864	0.996
ARAF	MAP2K2	9606.ENSP00000290277	9606.ENSP00000262948	0	0	0	0.575	0.126	0.925	0.900	0.572	0.996
ARAF	MAPK3	9606.ENSP00000290277	9606.ENSP00000263025	0	0	0	0.592	0.118	0.110	0.500	0.265	0.673
ARAF	PIK3CA	9606.ENSP00000290277	9606.ENSP00000263967	0	0	0	0	0.059	0.327	0	0.553	0.692
ARAF	TP53	9606.ENSP00000290277	9606.ENSP00000269305	0	0	0	0	0.088	0.192	0	0.431	0.544
ARAF	EGFR	9606.ENSP00000290277	9606.ENSP00000275493	0	0	0	0.583	0.042	0.102	0	0.552	0.581
ARAF	AKT1	9606.ENSP00000290277	9606.ENSP00000451828	0	0	0.144	0.589	0.076	0.175	0	0.232	0.432
ARAF	MYC	9606.ENSP00000290277	9606.ENSP00000478887	0	0	0	0	0.071	0.169	0	0.430	0.522
ARAF	SHC1	9606.ENSP00000290277	9606.ENSP00000401303	0	0	0	0	0.049	0.073	0	0.506	0.527
ARAF	PTEN	9606.ENSP00000290277	9606.ENSP00000361021	0	0	0	0	0.052	0.092	0	0.511	0.542
ARAF	GRB2	9606.ENSP00000290277	9606.ENSP00000376345	0	0	0	0	0.060	0.100	0	0.555	0.591
ARAF	NCOA3	9606.ENSP00000290277	9606.ENSP00000361066	0	0	0	0	0.058	0	0	0.590	0.597
ARAF	SOS1	9606.ENSP00000290277	9606.ENSP00000384675	0	0	0	0	0.064	0.084	0	0.584	0.612
ARAF	PIK3CB	9606.ENSP00000290277	9606.ENSP00000501150	0	0	0	0	0.059	0.069	0	0.636	0.654
ARAF	PIK3R1	9606.ENSP00000290277	9606.ENSP00000428056	0	0	0	0	0.042	0.536	0	0.576	0.795
ARAF	GSK3B	9606.ENSP00000290277	9606.ENSP00000324806	0	0	0	0.571	0.050	0	0.900	0.129	0.910
ARAF	MAP2K1	9606.ENSP00000290277	9606.ENSP00000302486	0	0	0	0.577	0.109	0.911	0.900	0.372	0.994
ARAF	NRAS	9606.ENSP00000290277	9606.ENSP00000358548	0	0	0	0	0.081	0.568	0.900	0.885	0.994
ARAF	RAF1	9606.ENSP00000290277	9606.ENSP00000401888	0	0	0.060	0.959	0.064	0.786	0.900	0.803	0.995
ARAF	HRAS	9606.ENSP00000290277	9606.ENSP00000407586	0	0	0	0	0.076	0.809	0.900	0.782	0.995
ARAF	BRAF	9606.ENSP00000290277	9606.ENSP00000419060	0	0	0.063	0.954	0	0.880	0.900	0.861	0.998
AXIN1	DVL2	9606.ENSP00000262320	9606.ENSP00000005340	0	0	0	0.551	0.138	0.982	0.900	0.937	0.999
AXIN1	FGF4	9606.ENSP00000262320	9606.ENSP00000168712	0	0	0	0	0.055	0.046	0	0.418	0.430
AXIN1	FGF20	9606.ENSP00000262320	9606.ENSP00000180166	0	0	0	0	0.055	0.046	0	0.416	0.428
AXIN1	WNT16	9606.ENSP00000262320	9606.ENSP00000222462	0	0	0	0	0.053	0.092	0	0.489	0.522
AXIN1	WNT3	9606.ENSP00000262320	9606.ENSP00000225512	0	0	0	0	0.053	0.092	0.360	0.627	0.767
AXIN1	CCND1	9606.ENSP00000262320	9606.ENSP00000227507	0	0	0	0	0.058	0	0	0.775	0.779
AXIN1	FZD10	9606.ENSP00000262320	9606.ENSP00000229030	0	0	0	0	0.053	0	0	0.428	0.435
AXIN1	WNT6	9606.ENSP00000262320	9606.ENSP00000233948	0	0	0	0	0.053	0.092	0	0.543	0.572
AXIN1	FZD3	9606.ENSP00000262320	9606.ENSP00000240093	0	0	0	0	0.053	0	0	0.450	0.457
AXIN1	JAG1	9606.ENSP00000262320	9606.ENSP00000254958	0	0	0	0	0	0.065	0	0.392	0.407
AXIN1	KRAS	9606.ENSP00000262320	9606.ENSP00000256078	0	0	0	0	0.049	0	0	0.478	0.482
AXIN1	APC	9606.ENSP00000262320	9606.ENSP00000257430	0	0	0	0	0.054	0.994	0.900	0.996	0.999
AXIN1	WNT10A	9606.ENSP00000262320	9606.ENSP00000258411	0	0	0	0	0.053	0.068	0	0.523	0.542
AXIN1	LRP6	9606.ENSP00000262320	9606.ENSP00000261349	0	0	0	0	0	0.851	0.500	0.999	0.999
AXIN1	MTOR	9606.ENSP00000262320	9606.ENSP00000354558	0	0	0	0	0.060	0	0	0.390	0.402
AXIN1	FGF10	9606.ENSP00000262320	9606.ENSP00000264664	0	0	0	0	0.055	0.046	0	0.396	0.408
AXIN1	PIK3CA	9606.ENSP00000262320	9606.ENSP00000263967	0	0	0	0	0.060	0	0	0.400	0.411
AXIN1	FGF19	9606.ENSP00000262320	9606.ENSP00000294312	0	0	0	0	0.055	0.046	0	0.401	0.412
AXIN1	FGF16	9606.ENSP00000262320	9606.ENSP00000399324	0	0	0	0	0.060	0.046	0	0.398	0.414
AXIN1	FGF8	9606.ENSP00000262320	9606.ENSP00000321797	0	0	0	0	0.055	0.046	0	0.407	0.418
AXIN1	FGF18	9606.ENSP00000262320	9606.ENSP00000274625	0	0	0	0	0.055	0.046	0	0.409	0.420
AXIN1	MAP2K1	9606.ENSP00000262320	9606.ENSP00000302486	0	0	0	0	0.064	0.154	0	0.327	0.421
AXIN1	SP1	9606.ENSP00000262320	9606.ENSP00000329357	0	0	0	0	0.122	0.294	0	0.141	0.422
AXIN1	FGF9	9606.ENSP00000262320	9606.ENSP00000371790	0	0	0	0	0.055	0.046	0	0.415	0.427
AXIN1	FGF3	9606.ENSP00000262320	9606.ENSP00000334122	0	0	0	0	0.055	0.046	0	0.419	0.430
AXIN1	ERBB2	9606.ENSP00000262320	9606.ENSP00000269571	0	0	0	0	0.049	0	0	0.452	0.456
AXIN1	BRAF	9606.ENSP00000262320	9606.ENSP00000419060	0	0	0	0	0.051	0.127	0	0.404	0.463
AXIN1	FZD6	9606.ENSP00000262320	9606.ENSP00000351605	0	0	0	0	0.053	0	0	0.494	0.501
AXIN1	FZD9	9606.ENSP00000262320	9606.ENSP00000345785	0	0	0	0	0.058	0	0	0.495	0.505
AXIN1	DLL1	9606.ENSP00000262320	9606.ENSP00000355718	0	0	0	0	0	0.065	0	0.495	0.508
AXIN1	EGF	9606.ENSP00000262320	9606.ENSP00000265171	0	0	0	0	0	0.091	0	0.491	0.517
AXIN1	BRCA1	9606.ENSP00000262320	9606.ENSP00000418960	0	0	0	0	0	0	0	0.535	0.535
AXIN1	WNT9B	9606.ENSP00000262320	9606.ENSP00000290015	0	0	0	0	0.053	0.068	0	0.517	0.536
AXIN1	PTEN	9606.ENSP00000262320	9606.ENSP00000361021	0	0	0	0	0	0	0	0.538	0.538
AXIN1	WNT9A	9606.ENSP00000262320	9606.ENSP00000272164	0	0	0	0	0.053	0.068	0	0.531	0.550
AXIN1	FZD8	9606.ENSP00000262320	9606.ENSP00000363826	0	0	0	0	0.053	0	0	0.551	0.556
AXIN1	JUN	9606.ENSP00000262320	9606.ENSP00000360266	0	0	0	0	0	0	0	0.559	0.559
AXIN1	WNT5B	9606.ENSP00000262320	9606.ENSP00000380379	0	0	0	0	0.053	0.092	0	0.545	0.574
AXIN1	WNT7B	9606.ENSP00000262320	9606.ENSP00000341032	0	0	0	0	0.058	0.092	0	0.543	0.575
AXIN1	FRAT2	9606.ENSP00000262320	9606.ENSP00000360058	0	0	0	0	0.080	0	0.400	0.298	0.578
AXIN1	WNT2B	9606.ENSP00000262320	9606.ENSP00000358698	0	0	0	0	0.053	0.092	0	0.555	0.584
AXIN1	WNT10B	9606.ENSP00000262320	9606.ENSP00000301061	0	0	0	0	0.055	0.068	0	0.610	0.627
AXIN1	WNT7A	9606.ENSP00000262320	9606.ENSP00000285018	0	0	0	0	0.053	0.092	0	0.603	0.628
AXIN1	WNT11	9606.ENSP00000262320	9606.ENSP00000325526	0	0	0	0	0.054	0.092	0	0.607	0.634
AXIN1	MAPK3	9606.ENSP00000262320	9606.ENSP00000263025	0	0	0	0	0.155	0.363	0	0.380	0.637
AXIN1	WNT4	9606.ENSP00000262320	9606.ENSP00000290167	0	0	0	0	0.053	0.092	0	0.615	0.640
AXIN1	EGFR	9606.ENSP00000262320	9606.ENSP00000275493	0	0	0	0	0	0	0	0.656	0.656
AXIN1	NOTCH1	9606.ENSP00000262320	9606.ENSP00000498587	0	0	0	0	0.113	0.065	0	0.636	0.672
AXIN1	WNT5A	9606.ENSP00000262320	9606.ENSP00000264634	0	0	0	0	0.053	0.092	0	0.690	0.710
AXIN1	WNT8B	9606.ENSP00000262320	9606.ENSP00000340677	0	0	0	0	0.053	0.092	0.500	0.418	0.716
AXIN1	FZD7	9606.ENSP00000262320	9606.ENSP00000286201	0	0	0	0	0.053	0	0	0.722	0.725
AXIN1	WNT2	9606.ENSP00000262320	9606.ENSP00000265441	0	0	0	0	0.053	0.092	0.360	0.581	0.738
AXIN1	WNT8A	9606.ENSP00000262320	9606.ENSP00000426653	0	0	0	0	0.053	0.092	0.500	0.466	0.739
AXIN1	FZD4	9606.ENSP00000262320	9606.ENSP00000434034	0	0	0	0	0.053	0	0	0.758	0.761
AXIN1	FZD5	9606.ENSP00000262320	9606.ENSP00000354607	0	0	0	0	0.053	0	0.500	0.551	0.768
AXIN1	MYC	9606.ENSP00000262320	9606.ENSP00000478887	0	0	0	0	0.065	0.292	0	0.720	0.798
AXIN1	TCF7L1	9606.ENSP00000262320	9606.ENSP00000282111	0	0	0	0	0.051	0.106	0.650	0.463	0.819
AXIN1	ESR1	9606.ENSP00000262320	9606.ENSP00000405330	0	0	0	0	0	0	0.750	0.353	0.831
AXIN1	FZD2	9606.ENSP00000262320	9606.ENSP00000323901	0	0	0	0	0.053	0	0.500	0.750	0.871
AXIN1	TP53	9606.ENSP00000262320	9606.ENSP00000269305	0	0	0	0	0.049	0.639	0	0.746	0.905
AXIN1	AKT1	9606.ENSP00000262320	9606.ENSP00000451828	0	0	0	0	0.232	0.127	0	0.880	0.912
AXIN1	TCF7L2	9606.ENSP00000262320	9606.ENSP00000486891	0	0	0	0	0.051	0.106	0.650	0.739	0.912
AXIN1	WNT1	9606.ENSP00000262320	9606.ENSP00000293549	0	0	0	0	0.056	0.092	0.500	0.831	0.918
AXIN1	FZD1	9606.ENSP00000262320	9606.ENSP00000287934	0	0	0	0	0.060	0	0.500	0.860	0.928
AXIN1	CSNK1A1L	9606.ENSP00000262320	9606.ENSP00000369126	0	0	0	0	0	0.138	0.900	0.341	0.938
AXIN1	LEF1	9606.ENSP00000262320	9606.ENSP00000265165	0	0	0	0	0.051	0.106	0.650	0.880	0.959
AXIN1	WNT3A	9606.ENSP00000262320	9606.ENSP00000284523	0	0	0	0	0.053	0.092	0.500	0.927	0.964
AXIN1	TCF7	9606.ENSP00000262320	9606.ENSP00000340347	0	0	0	0	0.086	0.106	0.900	0.728	0.974
AXIN1	DVL3	9606.ENSP00000262320	9606.ENSP00000316054	0	0	0	0.551	0.067	0.699	0.900	0.714	0.990
AXIN1	FRAT1	9606.ENSP00000262320	9606.ENSP00000360060	0	0	0	0	0.072	0.292	0.400	0.984	0.992
AXIN1	APC2	9606.ENSP00000262320	9606.ENSP00000442954	0	0	0	0	0.054	0.414	0.900	0.894	0.993
AXIN1	CTNNB1	9606.ENSP00000262320	9606.ENSP00000495360	0	0	0	0	0.057	0.982	0.900	0.999	0.999
AXIN1	DVL1	9606.ENSP00000262320	9606.ENSP00000368166	0	0	0	0	0.192	0.699	0.900	0.999	0.999
AXIN1	AXIN2	9606.ENSP00000262320	9606.ENSP00000302625	0	0	0	0.884	0	0.503	0.900	0.984	0.999
AXIN1	GSK3B	9606.ENSP00000262320	9606.ENSP00000324806	0	0	0	0	0.093	0.996	0.900	0.999	0.999
AXIN1	LRP5	9606.ENSP00000262320	9606.ENSP00000294304	0	0	0	0	0.074	0.658	0.500	0.999	0.999
AXIN2	DVL2	9606.ENSP00000302625	9606.ENSP00000005340	0	0	0	0.551	0.060	0.232	0.900	0.628	0.969
AXIN2	FGF4	9606.ENSP00000302625	9606.ENSP00000168712	0	0	0	0	0.055	0.046	0	0.446	0.457
AXIN2	FGF20	9606.ENSP00000302625	9606.ENSP00000180166	0	0	0	0	0.062	0.046	0	0.419	0.435
AXIN2	WNT16	9606.ENSP00000302625	9606.ENSP00000222462	0	0	0	0	0.053	0.092	0	0.562	0.591
AXIN2	WNT3	9606.ENSP00000302625	9606.ENSP00000225512	0	0	0	0	0.059	0.092	0	0.668	0.692
AXIN2	CCND1	9606.ENSP00000302625	9606.ENSP00000227507	0	0	0	0	0.058	0	0	0.770	0.774
AXIN2	FGF6	9606.ENSP00000302625	9606.ENSP00000228837	0	0	0	0	0.055	0.046	0	0.389	0.401
AXIN2	FZD10	9606.ENSP00000302625	9606.ENSP00000229030	0	0	0	0	0.059	0	0	0.496	0.506
AXIN2	WNT6	9606.ENSP00000302625	9606.ENSP00000233948	0	0	0	0	0.053	0.092	0	0.605	0.631
AXIN2	FZD3	9606.ENSP00000302625	9606.ENSP00000240093	0	0	0	0	0.060	0	0	0.515	0.525
AXIN2	JAG1	9606.ENSP00000302625	9606.ENSP00000254958	0	0	0	0	0	0.065	0	0.614	0.623
AXIN2	KRAS	9606.ENSP00000302625	9606.ENSP00000256078	0	0	0	0	0	0	0	0.437	0.437
AXIN2	APC	9606.ENSP00000302625	9606.ENSP00000257430	0	0	0	0	0.054	0.567	0.900	0.993	0.999
AXIN2	WNT10A	9606.ENSP00000302625	9606.ENSP00000258411	0	0	0	0	0.054	0.068	0	0.693	0.706
AXIN2	LRP6	9606.ENSP00000302625	9606.ENSP00000261349	0	0	0	0	0.059	0.126	0	0.756	0.782
AXIN2	AXIN1	9606.ENSP00000302625	9606.ENSP00000262320	0	0	0	0.884	0	0.503	0.900	0.984	0.999
AXIN2	MAPK3	9606.ENSP00000302625	9606.ENSP00000263025	0	0	0	0	0.078	0.091	0	0.386	0.441
AXIN2	FGF2	9606.ENSP00000302625	9606.ENSP00000264498	0	0	0	0	0.055	0.046	0	0.603	0.611
AXIN2	WNT5A	9606.ENSP00000302625	9606.ENSP00000264634	0	0	0	0	0.053	0.092	0	0.745	0.761
AXIN2	FGF10	9606.ENSP00000302625	9606.ENSP00000264664	0	0	0	0	0.055	0.046	0	0.472	0.483
AXIN2	LEF1	9606.ENSP00000302625	9606.ENSP00000265165	0	0	0	0	0.159	0.106	0.650	0.879	0.964
AXIN2	EGF	9606.ENSP00000302625	9606.ENSP00000265171	0	0	0	0	0	0.091	0	0.464	0.492
AXIN2	WNT2	9606.ENSP00000302625	9606.ENSP00000265441	0	0	0	0	0.053	0.092	0	0.642	0.665
AXIN2	CDK6	9606.ENSP00000302625	9606.ENSP00000265734	0	0	0	0	0.054	0	0	0.529	0.535
AXIN2	FGF7	9606.ENSP00000302625	9606.ENSP00000267843	0	0	0	0	0.055	0.046	0	0.431	0.442
AXIN2	TP53	9606.ENSP00000302625	9606.ENSP00000269305	0	0	0	0	0	0.071	0	0.512	0.527
AXIN2	WNT9A	9606.ENSP00000302625	9606.ENSP00000272164	0	0	0	0	0.053	0.068	0	0.590	0.606
AXIN2	FGF18	9606.ENSP00000302625	9606.ENSP00000274625	0	0	0	0	0.057	0.046	0	0.443	0.455
AXIN2	EGFR	9606.ENSP00000302625	9606.ENSP00000275493	0	0	0	0	0	0	0	0.441	0.441
AXIN2	TCF7L1	9606.ENSP00000302625	9606.ENSP00000282111	0	0	0	0	0.051	0.106	0.650	0.721	0.906
AXIN2	WNT3A	9606.ENSP00000302625	9606.ENSP00000284523	0	0	0	0	0.053	0.092	0	0.887	0.894
AXIN2	WNT7A	9606.ENSP00000302625	9606.ENSP00000285018	0	0	0	0	0.071	0.092	0	0.612	0.644
AXIN2	FZD7	9606.ENSP00000302625	9606.ENSP00000286201	0	0	0	0	0.073	0	0	0.745	0.753
AXIN2	FZD1	9606.ENSP00000302625	9606.ENSP00000287934	0	0	0	0	0.053	0	0	0.628	0.633
AXIN2	WNT9B	9606.ENSP00000302625	9606.ENSP00000290015	0	0	0	0	0.053	0.068	0	0.617	0.633
AXIN2	WNT4	9606.ENSP00000302625	9606.ENSP00000290167	0	0	0	0	0.053	0.092	0	0.650	0.672
AXIN2	WNT1	9606.ENSP00000302625	9606.ENSP00000293549	0	0	0	0	0.058	0.092	0	0.693	0.715
AXIN2	LRP5	9606.ENSP00000302625	9606.ENSP00000294304	0	0	0	0	0	0.126	0	0.840	0.854
AXIN2	WNT10B	9606.ENSP00000302625	9606.ENSP00000301061	0	0	0	0	0.053	0.068	0	0.646	0.660
AXIN2	FGF16	9606.ENSP00000302625	9606.ENSP00000399324	0	0	0	0	0.055	0.046	0	0.405	0.417
AXIN2	FGF5	9606.ENSP00000302625	9606.ENSP00000311697	0	0	0	0	0.055	0.046	0	0.407	0.419
AXIN2	BRAF	9606.ENSP00000302625	9606.ENSP00000419060	0	0	0	0	0.051	0.127	0	0.377	0.438
AXIN2	NOTCH1	9606.ENSP00000302625	9606.ENSP00000498587	0	0	0	0	0.055	0.065	0	0.429	0.451
AXIN2	FGF3	9606.ENSP00000302625	9606.ENSP00000334122	0	0	0	0	0.060	0.046	0	0.444	0.459
AXIN2	PTEN	9606.ENSP00000302625	9606.ENSP00000361021	0	0	0	0	0	0	0	0.471	0.471
AXIN2	FGF9	9606.ENSP00000302625	9606.ENSP00000371790	0	0	0	0	0.085	0.046	0	0.447	0.476
AXIN2	DLL1	9606.ENSP00000302625	9606.ENSP00000355718	0	0	0	0	0.068	0.065	0	0.451	0.480
AXIN2	FGF8	9606.ENSP00000302625	9606.ENSP00000321797	0	0	0	0	0.055	0.046	0	0.480	0.490
AXIN2	ESR1	9606.ENSP00000302625	9606.ENSP00000405330	0	0	0	0	0.044	0.292	0	0.325	0.503
AXIN2	JUN	9606.ENSP00000302625	9606.ENSP00000360266	0	0	0	0	0	0	0	0.503	0.503
AXIN2	WNT8A	9606.ENSP00000302625	9606.ENSP00000426653	0	0	0	0	0.053	0.092	0	0.490	0.523
AXIN2	WNT8B	9606.ENSP00000302625	9606.ENSP00000340677	0	0	0	0	0.060	0.092	0	0.488	0.525
AXIN2	HES5	9606.ENSP00000302625	9606.ENSP00000367714	0	0	0	0	0.044	0	0	0.548	0.549
AXIN2	FZD6	9606.ENSP00000302625	9606.ENSP00000351605	0	0	0	0	0.053	0	0	0.548	0.554
AXIN2	FZD8	9606.ENSP00000302625	9606.ENSP00000363826	0	0	0	0	0.053	0	0	0.552	0.557
AXIN2	AKT1	9606.ENSP00000302625	9606.ENSP00000451828	0	0	0	0	0.051	0.127	0	0.510	0.558
AXIN2	FZD5	9606.ENSP00000302625	9606.ENSP00000354607	0	0	0	0	0.053	0	0	0.553	0.558
AXIN2	FZD9	9606.ENSP00000302625	9606.ENSP00000345785	0	0	0	0	0.053	0	0	0.563	0.568
AXIN2	FZD4	9606.ENSP00000302625	9606.ENSP00000434034	0	0	0	0	0.059	0	0	0.583	0.592
AXIN2	HEY1	9606.ENSP00000302625	9606.ENSP00000338272	0	0	0	0	0.044	0	0	0.592	0.593
AXIN2	WNT5B	9606.ENSP00000302625	9606.ENSP00000380379	0	0	0	0	0.053	0.092	0	0.589	0.616
AXIN2	WNT11	9606.ENSP00000302625	9606.ENSP00000325526	0	0	0	0	0.069	0.092	0	0.614	0.645
AXIN2	WNT2B	9606.ENSP00000302625	9606.ENSP00000358698	0	0	0	0	0.053	0.092	0	0.660	0.682
AXIN2	FZD2	9606.ENSP00000302625	9606.ENSP00000323901	0	0	0	0	0.053	0	0	0.720	0.724
AXIN2	WNT7B	9606.ENSP00000302625	9606.ENSP00000341032	0	0	0	0	0.053	0.092	0	0.768	0.783
AXIN2	MYC	9606.ENSP00000302625	9606.ENSP00000478887	0	0	0	0	0.053	0	0	0.792	0.794
AXIN2	TCF7L2	9606.ENSP00000302625	9606.ENSP00000486891	0	0	0	0	0.051	0.339	0.650	0.648	0.912
AXIN2	CSNK1A1L	9606.ENSP00000302625	9606.ENSP00000369126	0	0	0	0	0	0.138	0.900	0.475	0.950
AXIN2	DVL3	9606.ENSP00000302625	9606.ENSP00000316054	0	0	0	0.551	0.060	0.232	0.900	0.607	0.967
AXIN2	APC2	9606.ENSP00000302625	9606.ENSP00000442954	0	0	0	0	0.054	0.529	0.900	0.559	0.977
AXIN2	TCF7	9606.ENSP00000302625	9606.ENSP00000340347	0	0	0	0	0.128	0.106	0.900	0.813	0.983
AXIN2	DVL1	9606.ENSP00000302625	9606.ENSP00000368166	0	0	0	0	0.060	0.232	0.900	0.892	0.991
AXIN2	GSK3B	9606.ENSP00000302625	9606.ENSP00000324806	0	0	0	0	0.060	0.921	0.900	0.996	0.999
AXIN2	CTNNB1	9606.ENSP00000302625	9606.ENSP00000495360	0	0	0	0	0.057	0.869	0.900	0.993	0.999
BAK1	TP53	9606.ENSP00000363591	9606.ENSP00000269305	0	0	0	0	0.054	0.791	0.900	0.866	0.997
BAK1	KIT	9606.ENSP00000363591	9606.ENSP00000288135	0	0	0	0	0	0	0	0.525	0.525
BAK1	BAX	9606.ENSP00000363591	9606.ENSP00000293288	0	0	0	0.650	0.100	0.836	0.900	0.801	0.996
BAK1	AKT1	9606.ENSP00000363591	9606.ENSP00000451828	0	0	0	0	0.062	0	0	0.412	0.425
BAK1	CDKN1A	9606.ENSP00000363591	9606.ENSP00000384849	0	0	0	0	0.106	0	0	0.393	0.435
BAX	CCND1	9606.ENSP00000293288	9606.ENSP00000227507	0	0	0	0	0.052	0	0	0.546	0.552
BAX	CDK4	9606.ENSP00000293288	9606.ENSP00000257904	0	0	0	0	0.065	0	0	0.412	0.427
BAX	MAPK3	9606.ENSP00000293288	9606.ENSP00000263025	0	0	0	0	0.212	0	0	0.409	0.515
BAX	TP53	9606.ENSP00000293288	9606.ENSP00000269305	0	0	0	0	0.080	0.782	0.900	0.774	0.994
BAX	EGFR	9606.ENSP00000293288	9606.ENSP00000275493	0	0	0	0	0.048	0	0	0.413	0.418
BAX	CTNNB1	9606.ENSP00000293288	9606.ENSP00000495360	0	0	0	0	0.063	0	0	0.397	0.411
BAX	MYC	9606.ENSP00000293288	9606.ENSP00000478887	0	0	0	0	0.065	0	0	0.400	0.415
BAX	PTEN	9606.ENSP00000293288	9606.ENSP00000361021	0	0	0	0	0	0.057	0	0.432	0.442
BAX	CDKN1A	9606.ENSP00000293288	9606.ENSP00000384849	0	0	0	0	0.111	0	0	0.466	0.505
BAX	MTOR	9606.ENSP00000293288	9606.ENSP00000354558	0	0	0	0	0.054	0	0	0.528	0.534
BAX	JUN	9606.ENSP00000293288	9606.ENSP00000360266	0	0	0	0	0	0	0	0.560	0.560
BAX	GSK3B	9606.ENSP00000293288	9606.ENSP00000324806	0	0	0	0	0.062	0.292	0	0.414	0.576
BAX	AKT1	9606.ENSP00000293288	9606.ENSP00000451828	0	0	0	0	0.160	0.292	0	0.631	0.761
BAX	BAK1	9606.ENSP00000293288	9606.ENSP00000363591	0	0	0	0.650	0.100	0.836	0.900	0.801	0.996
BRAF	MAPK1	9606.ENSP00000419060	9606.ENSP00000215832	0	0	0	0.586	0.094	0.647	0.700	0.539	0.949
BRAF	SOS2	9606.ENSP00000419060	9606.ENSP00000216373	0	0	0	0	0.113	0.084	0	0.582	0.631
BRAF	RPS6KB1	9606.ENSP00000419060	9606.ENSP00000225577	0	0	0	0.571	0.084	0.091	0	0.524	0.569
BRAF	CCND1	9606.ENSP00000419060	9606.ENSP00000227507	0	0	0	0	0	0	0	0.864	0.864
BRAF	KRAS	9606.ENSP00000419060	9606.ENSP00000256078	0	0	0	0	0.081	0.870	0.900	0.973	0.999
BRAF	NOTCH2	9606.ENSP00000419060	9606.ENSP00000256646	0	0	0	0	0.074	0.098	0	0.437	0.489
BRAF	APC	9606.ENSP00000419060	9606.ENSP00000257430	0	0	0	0	0.049	0.097	0	0.402	0.442
BRAF	CDK4	9606.ENSP00000419060	9606.ENSP00000257904	0	0	0	0.610	0	0.098	0	0.385	0.422
BRAF	AXIN1	9606.ENSP00000419060	9606.ENSP00000262320	0	0	0	0	0.051	0.127	0	0.404	0.463
BRAF	MAP2K2	9606.ENSP00000419060	9606.ENSP00000262948	0	0	0	0.575	0.102	0.904	0.900	0.835	0.998
BRAF	MAPK3	9606.ENSP00000419060	9606.ENSP00000263025	0	0	0	0.579	0.087	0.653	0.700	0.632	0.960
BRAF	PIK3CA	9606.ENSP00000419060	9606.ENSP00000263967	0	0	0	0	0.128	0.190	0	0.931	0.947
BRAF	FGF2	9606.ENSP00000419060	9606.ENSP00000264498	0	0	0	0	0	0.045	0	0.630	0.631
BRAF	WNT5A	9606.ENSP00000419060	9606.ENSP00000264634	0	0	0	0	0	0.092	0	0.380	0.413
BRAF	EGF	9606.ENSP00000419060	9606.ENSP00000265171	0	0	0	0	0	0	0	0.651	0.651
BRAF	TP53	9606.ENSP00000419060	9606.ENSP00000269305	0	0	0	0	0.076	0	0	0.883	0.887
BRAF	ERBB2	9606.ENSP00000419060	9606.ENSP00000269571	0	0	0	0.569	0	0.102	0	0.447	0.482
BRAF	FGF18	9606.ENSP00000419060	9606.ENSP00000274625	0	0	0	0	0	0.045	0	0.449	0.451
BRAF	EGFR	9606.ENSP00000419060	9606.ENSP00000275493	0	0	0	0.571	0	0.255	0	0.486	0.601
BRAF	KIT	9606.ENSP00000419060	9606.ENSP00000288135	0	0	0	0.567	0.067	0.074	0	0.389	0.426
BRAF	ARAF	9606.ENSP00000419060	9606.ENSP00000290277	0	0	0.063	0.954	0	0.880	0.900	0.861	0.998
BRAF	MAP2K1	9606.ENSP00000419060	9606.ENSP00000302486	0	0	0	0.580	0.119	0.996	0.900	0.983	0.999
BRAF	AXIN2	9606.ENSP00000419060	9606.ENSP00000302625	0	0	0	0	0.051	0.127	0	0.377	0.438
BRAF	FOS	9606.ENSP00000419060	9606.ENSP00000306245	0	0	0	0	0	0.096	0	0.427	0.460
BRAF	RPS6KB2	9606.ENSP00000419060	9606.ENSP00000308413	0	0	0	0.576	0.062	0.591	0	0.825	0.927
BRAF	GSK3B	9606.ENSP00000419060	9606.ENSP00000324806	0	0	0	0.577	0.049	0	0.900	0.283	0.925
BRAF	PGR	9606.ENSP00000419060	9606.ENSP00000325120	0	0	0	0	0	0.071	0	0.432	0.450
BRAF	SHC4	9606.ENSP00000419060	9606.ENSP00000329668	0	0	0	0	0	0.073	0	0.473	0.491
BRAF	FGF3	9606.ENSP00000419060	9606.ENSP00000334122	0	0	0	0	0	0.045	0	0.399	0.401
BRAF	E2F1	9606.ENSP00000419060	9606.ENSP00000345571	0	0	0	0	0.055	0.057	0	0.450	0.467
BRAF	MTOR	9606.ENSP00000419060	9606.ENSP00000354558	0	0	0	0	0.062	0.073	0	0.634	0.654
BRAF	NRAS	9606.ENSP00000419060	9606.ENSP00000358548	0	0	0	0	0.087	0.871	0.900	0.972	0.999
BRAF	JUN	9606.ENSP00000419060	9606.ENSP00000360266	0	0	0	0	0	0.085	0	0.556	0.576
BRAF	PTEN	9606.ENSP00000419060	9606.ENSP00000361021	0	0	0	0	0.094	0.206	0	0.927	0.943
BRAF	PIK3CD	9606.ENSP00000419060	9606.ENSP00000366563	0	0	0	0	0.052	0.069	0	0.409	0.433
BRAF	BRCA2	9606.ENSP00000419060	9606.ENSP00000369497	0	0	0	0	0.042	0.166	0	0.679	0.721
BRAF	GRB2	9606.ENSP00000419060	9606.ENSP00000376345	0	0	0	0	0	0.100	0	0.592	0.617
